_id,Season,Player,Age,Pos,G,GS,RshTD,RecTD
653487068d3b56d4877ca053,1963,Tom Watkins,26.0,HB,13,4.0,2.0,1.0
653487068d3b56d4877ca054,1965,Perry Lee Dunn,24.0,HB,13,6.0,2.0,1.0
653487068d3b56d4877ca055,1965,Dan Reeves,21.0,HB,13,6.0,2.0,1.0
653487068d3b56d4877ca056,1966,Tommy Mason,27.0,HB,7,6.0,2.0,1.0
653487068d3b56d4877ca057,1967,Amos Marsh,28.0,HB,14,6.0,2.0,1.0
653487068d3b56d4877ca058,1967,Dave Osborn,24.0,HB,14,14.0,2.0,1.0
653487068d3b56d4877ca059,1966,A.D. Whitfield,23.0,HB/FB,14,10.0,2.0,1.0
653487068d3b56d4877ca05a,1939,Bob Swisher,25.0,LH,9,5.0,2.0,1.0
653487068d3b56d4877ca05b,1942,Bob Davis,28.0,LH,10,6.0,2.0,1.0
653487068d3b56d4877ca05c,1950,Rex Bumgardner,27.0,LH,10,10.0,2.0,1.0
653487068d3b56d4877ca05d,1951,Bill Dudley,30.0,LH,12,12.0,2.0,1.0
653487068d3b56d4877ca05e,1952,Tony Canadeo,33.0,LH,12,12.0,2.0,1.0
653487068d3b56d4877ca05f,1954,Frank Gifford,24.0,LH,9,9.0,2.0,1.0
653487068d3b56d4877ca060,1955,Hal Giancanelli,26.0,LH,12,8.0,2.0,1.0
653487068d3b56d4877ca061,1955,Breezy Reid,28.0,LH,12,11.0,2.0,1.0
653487068d3b56d4877ca062,1956,Billy Vessels,25.0,LH,12,7.0,2.0,1.0
653487068d3b56d4877ca063,1956,Bobby Watkins,24.0,LH,9,8.0,2.0,1.0
653487068d3b56d4877ca064,1958,Ken Webb,23.0,LH,12,7.0,2.0,1.0
653487068d3b56d4877ca065,1959,Jon Arnett,24.0,LH,12,11.0,2.0,1.0
653487068d3b56d4877ca066,1965,Dave Kopay,23.0,RB,12,1.0,2.0,1.0
653487068d3b56d4877ca067,1965,Ollie Matson,35.0,RB,14,1.0,2.0,1.0
653487068d3b56d4877ca068,1965,J.D. Smith,33.0,RB,14,3.0,2.0,1.0
653487068d3b56d4877ca069,1966,Cannonball Butler,23.0,RB,14,3.0,2.0,1.0
653487068d3b56d4877ca06a,1966,Gary Lewis,24.0,RB,14,0.0,2.0,1.0
653487068d3b56d4877ca06b,1969,Terry Cole,24.0,RB,9,5.0,2.0,1.0
653487068d3b56d4877ca06c,1969,Nick Eddy,25.0,RB,11,7.0,2.0,1.0
653487068d3b56d4877ca06d,1969,Dick Hoak,30.0,RB,14,13.0,2.0,1.0
653487068d3b56d4877ca06e,1969,Brian Piccolo,26.0,RB,9,3.0,2.0,1.0
653487068d3b56d4877ca06f,1969,Roy Shivers,28.0,RB,12,0.0,2.0,1.0
653487068d3b56d4877ca070,1969,Harmon Wages,23.0,RB,14,8.0,2.0,1.0
653487068d3b56d4877ca071,1970,Mike Richardson,24.0,RB,14,7.0,2.0,1.0
653487068d3b56d4877ca072,1971,Lee Bouggess,23.0,RB,10,7.0,2.0,1.0
653487068d3b56d4877ca073,1972,Dave Osborn,29.0,RB,14,5.0,2.0,1.0
653487068d3b56d4877ca074,1972,Larry Schreiber,25.0,RB,14,3.0,2.0,1.0
653487068d3b56d4877ca075,1972,Larry Smith,25.0,RB,12,3.0,2.0,1.0
653487068d3b56d4877ca076,1973,Bob Gresham,25.0,RB,13,10.0,2.0,1.0
653487068d3b56d4877ca077,1973,Mack Herron,25.0,RB,14,1.0,2.0,1.0
653487068d3b56d4877ca078,1973,Steve Davis,25.0,RB,14,0.0,2.0,1.0
653487068d3b56d4877ca079,1974,Clarence Davis,25.0,RB,11,7.0,2.0,1.0
653487068d3b56d4877ca07a,1974,Steve Davis,26.0,RB,14,6.0,2.0,1.0
653487068d3b56d4877ca07b,1974,Alvin Maxson,23.0,RB,14,11.0,2.0,1.0
653487068d3b56d4877ca07c,1974,Ed Podolak,27.0,RB,9,8.0,2.0,1.0
653487068d3b56d4877ca07d,1975,Steve Jones,24.0,RB,13,1.0,2.0,1.0
653487068d3b56d4877ca07e,1975,Lawrence McCutcheon,25.0,RB,13,13.0,2.0,1.0
653487068d3b56d4877ca07f,1975,Ed Williams,25.0,RB,14,1.0,2.0,1.0
653487068d3b56d4877ca080,1975,Charley Young,23.0,RB,12,1.0,2.0,1.0
653487068d3b56d4877ca081,1976,Tom Sullivan,26.0,RB,13,8.0,2.0,1.0
653487068d3b56d4877ca082,1977,Mark Bailey,23.0,RB,14,4.0,2.0,1.0
653487068d3b56d4877ca083,1977,Gary Davis,23.0,RB,14,6.0,2.0,1.0
653487068d3b56d4877ca084,1977,Don Hardeman,24.0,RB,12,3.0,2.0,1.0
653487068d3b56d4877ca085,1977,Herb Lusk II,24.0,RB,11,0.0,2.0,1.0
653487068d3b56d4877ca086,1978,Roland Hooks,25.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca087,1978,Sidney Thornton,24.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca088,1979,Otis Armstrong,29.0,RB,15,1.0,2.0,1.0
653487068d3b56d4877ca089,1979,Norm Bulaich,33.0,RB,9,0.0,2.0,1.0
653487068d3b56d4877ca08a,1979,Terdell Middleton,24.0,RB,14,12.0,2.0,1.0
653487068d3b56d4877ca08b,1979,Ron Springs,23.0,RB,16,2.0,2.0,1.0
653487068d3b56d4877ca08c,1980,Jerry Eckwood,26.0,RB,15,8.0,2.0,1.0
653487068d3b56d4877ca08d,1980,Lenvil Elliott,29.0,RB,15,3.0,2.0,1.0
653487068d3b56d4877ca08e,1980,Roosevelt Leaks,27.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca08f,1981,Charles Alexander,24.0,RB,15,14.0,2.0,1.0
653487068d3b56d4877ca090,1981,Rick Kane,27.0,RB,16,2.0,2.0,1.0
653487068d3b56d4877ca091,1981,Freeman McNeil,22.0,RB,11,6.0,2.0,1.0
653487068d3b56d4877ca092,1981,Mosi Tatupu,26.0,RB,16,1.0,2.0,1.0
653487068d3b56d4877ca093,1982,Frank Hawkins,23.0,RB,9,0.0,2.0,1.0
653487068d3b56d4877ca094,1983,Mike Augustyniak,27.0,RB,8,2.0,2.0,1.0
653487068d3b56d4877ca095,1983,Eddie Lee Ivery,26.0,RB,8,8.0,2.0,1.0
653487068d3b56d4877ca096,1983,Randy Love,27.0,RB,16,1.0,2.0,1.0
653487068d3b56d4877ca097,1984,Rich Erenberg,22.0,RB,16,9.0,2.0,1.0
653487068d3b56d4877ca098,1984,Gene Lang,22.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca099,1986,Allen Pinkett,22.0,RB,16,3.0,2.0,1.0
653487068d3b56d4877ca09a,1986,Lee Rouson,24.0,RB,14,1.0,2.0,1.0
653487068d3b56d4877ca09b,1986,James Wilder,28.0,RB,12,12.0,2.0,1.0
653487068d3b56d4877ca09c,1987,Chris Brewer,25.0,RB,3,1.0,2.0,1.0
653487068d3b56d4877ca09d,1987,Larry Mason,26.0,RB,3,3.0,2.0,1.0
653487068d3b56d4877ca09e,1987,Steve Sewell,24.0,RB,7,0.0,2.0,1.0
653487068d3b56d4877ca09f,1988,Albert Bentley,28.0,RB,16,2.0,2.0,1.0
653487068d3b56d4877ca0a0,1988,Troy Stradford,24.0,RB,15,6.0,2.0,1.0
653487068d3b56d4877ca0a1,1989,Freeman McNeil,30.0,RB,11,7.0,2.0,1.0
653487068d3b56d4877ca0a2,1990,John Stephens,24.0,RB,16,14.0,2.0,1.0
653487068d3b56d4877ca0a3,1990,Harry Sydney,31.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0a4,1990,Craig Taylor,24.0,RB,12,1.0,2.0,1.0
653487068d3b56d4877ca0a5,1991,Dexter Carter,24.0,RB,16,15.0,2.0,1.0
653487068d3b56d4877ca0a6,1991,Eric Dickerson,31.0,RB,10,9.0,2.0,1.0
653487068d3b56d4877ca0a7,1992,Marcus Allen,32.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0a8,1992,Eric Dickerson,32.0,RB,16,15.0,2.0,1.0
653487068d3b56d4877ca0a9,1992,Darrell Thompson,25.0,RB,7,4.0,2.0,1.0
653487068d3b56d4877ca0aa,1993,Derek Brown,22.0,RB,13,12.0,2.0,1.0
653487068d3b56d4877ca0ab,1993,Dalton Hilliard,29.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0ac,1994,Steve Smith,30.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0ad,1995,Harold Green,27.0,RB,15,15.0,2.0,1.0
653487068d3b56d4877ca0ae,1995,Amp Lee,24.0,RB,16,3.0,2.0,1.0
653487068d3b56d4877ca0af,1995,James Stewart,24.0,RB,14,8.0,2.0,1.0
653487068d3b56d4877ca0b0,1996,Edgar Bennett,27.0,RB,16,15.0,2.0,1.0
653487068d3b56d4877ca0b1,1996,Natrone Means,24.0,RB,14,4.0,2.0,1.0
653487068d3b56d4877ca0b2,1998,John Avery,22.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0b3,1998,Chris Fuamatu-Ma'afala,21.0,RB,12,0.0,2.0,1.0
653487068d3b56d4877ca0b4,1998,James Stewart,27.0,RB,3,3.0,2.0,1.0
653487068d3b56d4877ca0b5,1998,Thurman Thomas,32.0,RB,14,3.0,2.0,1.0
653487068d3b56d4877ca0b6,1999,LeShon Johnson,28.0,RB,16,4.0,2.0,1.0
653487068d3b56d4877ca0b7,1999,Napoleon Kaufman,26.0,RB,16,5.0,2.0,1.0
653487068d3b56d4877ca0b8,2000,Brian Mitchell,32.0,RB,16,1.0,2.0,1.0
653487068d3b56d4877ca0b9,2000,James Allen,25.0,RB,16,15.0,2.0,1.0
653487068d3b56d4877ca0ba,2000,Chris Warren,32.0,RB,14,1.0,2.0,1.0
653487068d3b56d4877ca0bb,2001,Travis Minor,22.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0bc,2001,Michael Bennett,23.0,RB,13,13.0,2.0,1.0
653487068d3b56d4877ca0bd,2001,Richard Huntley,29.0,RB,14,9.0,2.0,1.0
653487068d3b56d4877ca0be,2002,Edgerrin James,24.0,RB,14,14.0,2.0,1.0
653487068d3b56d4877ca0bf,2003,Tiki Barber,28.0,RB,16,16.0,2.0,1.0
653487068d3b56d4877ca0c0,2003,Derrick Blaylock,24.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0c1,2003,LaBrandon Toefield,23.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0c2,2003,Ricky Williams,25.0,RB,13,4.0,2.0,1.0
653487068d3b56d4877ca0c3,2004,Kevin Faulk,28.0,RB,11,1.0,2.0,1.0
653487068d3b56d4877ca0c4,2004,Quentin Griffin,23.0,RB,6,4.0,2.0,1.0
653487068d3b56d4877ca0c5,2004,Lee Suggs,24.0,RB,10,3.0,2.0,1.0
653487068d3b56d4877ca0c6,2004,Fred Taylor,28.0,RB,14,14.0,2.0,1.0
653487068d3b56d4877ca0c7,2005,DeShaun Foster,25.0,RB,15,5.0,2.0,1.0
653487068d3b56d4877ca0c8,2006,Correll Buckhalter,28.0,RB,16,1.0,2.0,1.0
653487068d3b56d4877ca0c9,2009,Brandon Jackson,24.0,RB,12,0.0,2.0,1.0
653487068d3b56d4877ca0ca,2009,Kevin Faulk,33.0,RB,15,7.0,2.0,1.0
653487068d3b56d4877ca0cb,2010,Kenneth Darby,28.0,RB,14,0.0,2.0,1.0
653487068d3b56d4877ca0cc,2010,Jonathan Stewart,23.0,RB,14,7.0,2.0,1.0
653487068d3b56d4877ca0cd,2010,Cadillac Williams,28.0,RB,16,9.0,2.0,1.0
653487068d3b56d4877ca0ce,2010,Ricky Williams,33.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0cf,2011,Jahvid Best,22.0,RB,6,6.0,2.0,1.0
653487068d3b56d4877ca0d0,2011,Ryan Grant,29.0,RB,15,14.0,2.0,1.0
653487068d3b56d4877ca0d1,2011,Roy Helu,23.0,RB,15,5.0,2.0,1.0
653487068d3b56d4877ca0d2,2012,Vick Ballard,22.0,RB,16,12.0,2.0,1.0
653487068d3b56d4877ca0d3,2012,Darren McFadden,25.0,RB,12,12.0,2.0,1.0
653487068d3b56d4877ca0d4,2013,Jordan Todman,23.0,RB,16,2.0,2.0,1.0
653487068d3b56d4877ca0d5,2014,Alfred Blue,23.0,RB,16,3.0,2.0,1.0
653487068d3b56d4877ca0d6,2014,Fred Jackson,33.0,RB,14,9.0,2.0,1.0
653487068d3b56d4877ca0d7,2014,Pierre Thomas,30.0,RB,11,3.0,2.0,1.0
653487068d3b56d4877ca0d8,2015,Ameer Abdullah,22.0,RB,16,9.0,2.0,1.0
653487068d3b56d4877ca0d9,2015,Alfred Blue,24.0,RB,16,9.0,2.0,1.0
653487068d3b56d4877ca0da,2015,Ka'Deem Carey,23.0,RB,11,1.0,2.0,1.0
653487068d3b56d4877ca0db,2015,Zach Line,25.0,RB,16,5.0,2.0,1.0
653487068d3b56d4877ca0dc,2015,Jerick McKinnon,23.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0dd,2015,T.J. Yeldon,22.0,RB,12,12.0,2.0,1.0
653487068d3b56d4877ca0de,2016,Giovani Bernard,25.0,RB,10,2.0,2.0,1.0
653487068d3b56d4877ca0df,2016,Kenneth Dixon,22.0,RB,12,0.0,2.0,1.0
653487068d3b56d4877ca0e0,2016,Jamize Olawale,27.0,RB,16,7.0,2.0,1.0
653487068d3b56d4877ca0e1,2016,Aaron Ripkowski,24.0,RB,16,8.0,2.0,1.0
653487068d3b56d4877ca0e2,2017,Tarik Cohen,22.0,RB,16,4.0,2.0,1.0
653487068d3b56d4877ca0e3,2017,LeGarrette Blount,31.0,RB,16,11.0,2.0,1.0
653487068d3b56d4877ca0e4,2017,Matt Breida,22.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0e5,2017,Matt Forte,32.0,RB,12,4.0,2.0,1.0
653487068d3b56d4877ca0e6,2017,DeAndre Washington,24.0,RB,15,0.0,2.0,1.0
653487068d3b56d4877ca0e7,2018,C.J. Anderson,27.0,RB,11,3.0,2.0,1.0
653487068d3b56d4877ca0e8,2018,Brandon Bolden,28.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0e9,2019,Tony Pollard,22.0,RB,15,0.0,2.0,1.0
653487068d3b56d4877ca0ea,2019,Wayne Gallman,25.0,RB,10,2.0,2.0,1.0
653487068d3b56d4877ca0eb,2019,Derrius Guice,22.0,RB,5,1.0,2.0,1.0
653487068d3b56d4877ca0ec,2019,Brian Hill,24.0,RB,12,2.0,2.0,1.0
653487068d3b56d4877ca0ed,2019,Kareem Hunt,24.0,RB,8,3.0,2.0,1.0
653487068d3b56d4877ca0ee,2020,Jamaal Williams,25.0,RB,14,3.0,2.0,1.0
653487068d3b56d4877ca0ef,2020,Cam Akers,21.0,RB,13,5.0,2.0,1.0
653487068d3b56d4877ca0f0,2020,DeeJay Dallas,22.0,RB,12,2.0,2.0,1.0
653487068d3b56d4877ca0f1,2020,Kerryon Johnson,23.0,RB,16,2.0,2.0,1.0
653487068d3b56d4877ca0f2,2020,Dion Lewis,30.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0f3,2020,Alexander Mattison,22.0,RB,13,2.0,2.0,1.0
653487068d3b56d4877ca0f4,2020,Raheem Mostert,28.0,RB,8,8.0,2.0,1.0
653487068d3b56d4877ca0f5,2020,James White,28.0,RB,14,0.0,2.0,1.0
653487068d3b56d4877ca0f6,2021,Le'Veon Bell,29.0,RB,8,0.0,2.0,1.0
653487068d3b56d4877ca0f7,2021,Devontae Booker,29.0,RB,16,4.0,2.0,1.0
653487068d3b56d4877ca0f8,2021,Kenyan Drake,27.0,RB,12,2.0,2.0,1.0
653487068d3b56d4877ca0f9,2021,Nyheim Hines,25.0,RB,17,4.0,2.0,1.0
653487068d3b56d4877ca0fa,2021,Damien Williams,29.0,RB,12,2.0,2.0,1.0
653487068d3b56d4877ca0fb,2022,James Cook,23.0,RB,16,0.0,2.0,1.0
653487068d3b56d4877ca0fc,2022,J.K. Dobbins,24.0,RB,8,8.0,2.0,1.0
653487068d3b56d4877ca0fd,2022,Chase Edmonds,26.0,RB,13,3.0,2.0,1.0
653487068d3b56d4877ca0fe,2022,Jamycal Hasty,26.0,RB,17,0.0,2.0,1.0
653487068d3b56d4877ca0ff,2022,Brian Robinson Jr.,23.0,RB,12,9.0,2.0,1.0
653487068d3b56d4877ca100,1985,William Perry,23.0,RDT,16,9.0,2.0,1.0
653487068d3b56d4877ca101,1924,John Hurlburt,26.0,RH,9,7.0,2.0,1.0
653487068d3b56d4877ca102,1925,Laurie Walquist,27.0,RH,16,13.0,2.0,1.0
653487068d3b56d4877ca103,1938,Jack Manders,29.0,RH,11,10.0,2.0,1.0
653487068d3b56d4877ca104,1939,Ray Nolting,26.0,RH,11,9.0,2.0,1.0
653487068d3b56d4877ca105,1943,Dante Magnani,26.0,RH,10,7.0,2.0,1.0
653487068d3b56d4877ca106,1945,Hugh Gallarneau,28.0,RH,8,7.0,2.0,1.0
653487068d3b56d4877ca107,1949,Harry Dowda,27.0,RH,12,6.0,2.0,1.0
653487068d3b56d4877ca108,1950,Johnny Strzykalski,29.0,RH,12,12.0,2.0,1.0
653487068d3b56d4877ca109,1954,Bob Hoernschemeyer,29.0,RH,11,6.0,2.0,1.0
653487068d3b56d4877ca10a,1925,Roddy Lamb,26.0,TB,9,8.0,2.0,1.0
653487068d3b56d4877ca10b,1925,Hinkey Haines,27.0,TB,11,9.0,2.0,1.0
653487068d3b56d4877ca10c,1925,George Sullivan,28.0,TB,16,8.0,2.0,1.0
653487068d3b56d4877ca10d,1926,Jim Manning,26.0,TB,7,6.0,2.0,1.0
653487068d3b56d4877ca10e,1932,Bob Campiglio,24.0,TB,11,5.0,2.0,1.0
653487068d3b56d4877ca10f,1938,Ace Parker,26.0,TB,11,11.0,2.0,1.0
653487068d3b56d4877ca110,1941,Whizzer White,24.0,TB,11,8.0,2.0,1.0
653487068d3b56d4877ca111,1944,Tom Colella,26.0,TB,10,8.0,2.0,1.0
653487068d3b56d4877ca112,1944,Irv Comp,25.0,TB,10,8.0,2.0,1.0
653487068d3b56d4877ca113,1946,Bill Dudley,25.0,TB,11,11.0,2.0,1.0
653487068d3b56d4877ca114,1950,Joe Geri,26.0,TB,12,8.0,2.0,1.0
653487068d3b56d4877ca115,1922,Norb Sacksteder,27.0,WB,11,9.0,2.0,1.0
653487068d3b56d4877ca116,1922,Waddy Kuehl,29.0,WB,10,9.0,2.0,1.0
653487068d3b56d4877ca117,1927,Harlan Carr,24.0,WB,10,9.0,2.0,1.0
653487068d3b56d4877ca118,1927,Charley Rogers,25.0,WB,18,11.0,2.0,1.0
653487068d3b56d4877ca119,1928,Eddie Kotal,26.0,WB,12,11.0,2.0,1.0
653487068d3b56d4877ca11a,1940,Lloyd Cardwell,27.0,WB,10,8.0,2.0,1.0
653487068d3b56d4877ca12e,1929,Johnny Blood,26.0,HB,12,9.0,2.0,2.0
653487068d3b56d4877ca12f,1962,Lenny Moore,29.0,HB,10,7.0,2.0,2.0
653487068d3b56d4877ca130,1964,Tom Moore,26.0,HB,14,1.0,2.0,2.0
653487068d3b56d4877ca131,1965,Ernie Green,27.0,HB,13,13.0,2.0,2.0
653487068d3b56d4877ca132,1948,Joe Scott,22.0,LH,10,6.0,2.0,2.0
653487068d3b56d4877ca133,1949,Fred Gehrke,31.0,LH,12,7.0,2.0,2.0
653487068d3b56d4877ca134,1950,Chet Mutryn,29.0,LH,12,12.0,2.0,2.0
653487068d3b56d4877ca135,1952,Billy Cross,23.0,LH,12,8.0,2.0,2.0
653487068d3b56d4877ca136,1952,Jug Girard,25.0,LH,11,8.0,2.0,2.0
653487068d3b56d4877ca137,1952,Kyle Rote,24.0,LH,12,3.0,2.0,2.0
653487068d3b56d4877ca138,1952,Frank Ziegler,29.0,LH,11,8.0,2.0,2.0
653487068d3b56d4877ca139,1953,Charlie Justice,29.0,LH,12,12.0,2.0,2.0
653487068d3b56d4877ca13a,1956,L.G. Dupre,24.0,LH,11,6.0,2.0,2.0
653487068d3b56d4877ca13b,1957,L.G. Dupre,25.0,LH,12,11.0,2.0,2.0
653487068d3b56d4877ca13c,1953,George Taliaferro,26.0,LH/QB,11,11.0,2.0,2.0
653487068d3b56d4877ca13d,1960,Jon Arnett,25.0,LHB,12,12.0,2.0,2.0
653487068d3b56d4877ca13e,1960,Timmy Brown,23.0,RB,12,0.0,2.0,2.0
653487068d3b56d4877ca13f,1969,Bill Tucker,26.0,RB,13,0.0,2.0,2.0
653487068d3b56d4877ca140,1970,Lee Bouggess,22.0,RB,14,12.0,2.0,2.0
653487068d3b56d4877ca141,1970,Essex Johnson,24.0,RB,13,0.0,2.0,2.0
653487068d3b56d4877ca142,1971,Cannonball Butler,28.0,RB,13,13.0,2.0,2.0
653487068d3b56d4877ca143,1972,Don McCauley,23.0,RB,14,10.0,2.0,2.0
653487068d3b56d4877ca144,1973,Ed Marinaro,23.0,RB,13,7.0,2.0,2.0
653487068d3b56d4877ca145,1973,Preston Pearson,28.0,RB,14,13.0,2.0,2.0
653487068d3b56d4877ca146,1975,Floyd Little,33.0,RB,14,10.0,2.0,2.0
653487068d3b56d4877ca147,1975,Rod McNeill,24.0,RB,14,3.0,2.0,2.0
653487068d3b56d4877ca148,1975,Preston Pearson,30.0,RB,14,10.0,2.0,2.0
653487068d3b56d4877ca149,1978,Bruce Harper,23.0,RB,16,0.0,2.0,2.0
653487068d3b56d4877ca14a,1979,Lynn Cain,24.0,RB,10,2.0,2.0,2.0
653487068d3b56d4877ca14b,1982,Butch Woolfolk,22.0,RB,9,8.0,2.0,2.0
653487068d3b56d4877ca14c,1983,Dan Doornink,27.0,RB,16,0.0,2.0,2.0
653487068d3b56d4877ca14d,1984,James Brooks,26.0,RB,15,11.0,2.0,2.0
653487068d3b56d4877ca14e,1984,Ken Lacy,24.0,RB,15,4.0,2.0,2.0
653487068d3b56d4877ca14f,1985,George Adams,23.0,RB,16,0.0,2.0,2.0
653487068d3b56d4877ca150,1985,Eddie Lee Ivery,28.0,RB,15,10.0,2.0,2.0
653487068d3b56d4877ca151,1986,Earnest Byner,24.0,RB,7,7.0,2.0,2.0
653487068d3b56d4877ca152,1987,Ronnie Harmon,23.0,RB,12,10.0,2.0,2.0
653487068d3b56d4877ca153,1987,Jeff Smith,25.0,RB,12,8.0,2.0,2.0
653487068d3b56d4877ca154,1989,Vance Mueller,25.0,RB,16,2.0,2.0,2.0
653487068d3b56d4877ca155,1990,Rodney Hampton,21.0,RB,15,2.0,2.0,2.0
653487068d3b56d4877ca156,1991,James Brooks,33.0,RB,15,12.0,2.0,2.0
653487068d3b56d4877ca157,1991,Steve Sewell,28.0,RB,16,1.0,2.0,2.0
653487068d3b56d4877ca158,1992,Amp Lee,21.0,RB,16,3.0,2.0,2.0
653487068d3b56d4877ca159,1995,Earnest Byner,33.0,RB,16,2.0,2.0,2.0
653487068d3b56d4877ca15a,1996,Derek Loville,28.0,RB,12,6.0,2.0,2.0
653487068d3b56d4877ca15b,1998,Amp Lee,27.0,RB,14,2.0,2.0,2.0
653487068d3b56d4877ca15c,1998,Leon Johnson,24.0,RB,12,2.0,2.0,2.0
653487068d3b56d4877ca15d,2000,Tim Biakabutuka,26.0,RB,12,11.0,2.0,2.0
653487068d3b56d4877ca15e,2001,Duce Staley,26.0,RB,13,10.0,2.0,2.0
653487068d3b56d4877ca15f,2004,Onterrio Smith,24.0,RB,11,6.0,2.0,2.0
653487068d3b56d4877ca160,2008,Correll Buckhalter,30.0,RB,14,2.0,2.0,2.0
653487068d3b56d4877ca161,2009,Fred Jackson,28.0,RB,16,11.0,2.0,2.0
653487068d3b56d4877ca162,2009,Julius Jones,28.0,RB,14,14.0,2.0,2.0
653487068d3b56d4877ca163,2010,Correll Buckhalter,32.0,RB,15,0.0,2.0,2.0
653487068d3b56d4877ca164,2013,Marcel Reece,28.0,RB,16,15.0,2.0,2.0
653487068d3b56d4877ca165,2013,Jacquizz Rodgers,23.0,RB,15,4.0,2.0,2.0
653487068d3b56d4877ca166,2013,Darren Sproles,30.0,RB,15,4.0,2.0,2.0
653487068d3b56d4877ca167,2015,Dion Lewis,25.0,RB,7,6.0,2.0,2.0
653487068d3b56d4877ca168,2016,Jerick McKinnon,24.0,RB,15,7.0,2.0,2.0
653487068d3b56d4877ca169,2016,Darren Sproles,33.0,RB,15,5.0,2.0,2.0
653487068d3b56d4877ca16a,2017,Giovani Bernard,26.0,RB,16,2.0,2.0,2.0
653487068d3b56d4877ca16b,2017,Charcandrick West,26.0,RB,13,0.0,2.0,2.0
653487068d3b56d4877ca16c,2018,Dalvin Cook,23.0,RB,11,10.0,2.0,2.0
653487068d3b56d4877ca16d,2018,Nyheim Hines,22.0,RB,16,4.0,2.0,2.0
653487068d3b56d4877ca16e,2019,Devin Singletary,22.0,RB,12,8.0,2.0,2.0
653487068d3b56d4877ca16f,2021,Saquon Barkley,24.0,RB,13,13.0,2.0,2.0
653487068d3b56d4877ca170,2021,Ty Johnson,24.0,RB,16,3.0,2.0,2.0
653487068d3b56d4877ca171,2022,Alvin Kamara,27.0,RB,15,13.0,2.0,2.0
653487068d3b56d4877ca172,1952,Breezy Reid,25.0,RH,12,8.0,2.0,2.0
653487068d3b56d4877ca173,1952,Billy Stone,27.0,RH/SS,10,10.0,2.0,2.0
653487068d3b56d4877ca174,1925,Charley Hill,24.0,TB,8,3.0,2.0,2.0
653487068d3b56d4877ca175,1927,Eddie Tryon,27.0,TB,14,11.0,2.0,2.0
653487068d3b56d4877ca176,1940,Ace Parker,28.0,TB,11,10.0,2.0,2.0
653487068d3b56d4877ca177,1978,Ozzie Newsome,22.0,TE,16,16.0,2.0,2.0
653487068d3b56d4877ca178,1922,Dunc Annan,27.0,WB,9,7.0,2.0,2.0
653487068d3b56d4877ca179,1923,Waddy Kuehl,30.0,WB,8,7.0,2.0,2.0
653487068d3b56d4877ca17a,1931,Hap Moran,30.0,WB,14,10.0,2.0,2.0
653487068d3b56d4877ca17b,1932,Hank Bruder,25.0,WB,14,5.0,2.0,2.0
653487068d3b56d4877ca17c,1937,Ward Cuff,25.0,WB,11,9.0,2.0,2.0
653487068d3b56d4877ca17d,1941,Johnny Hall,25.0,WB,11,7.0,2.0,2.0
653487068d3b56d4877ca17e,1993,Kevin Williams,22.0,WR,16,1.0,2.0,2.0
653487068d3b56d4877ca17f,2008,Ted Ginn Jr.,23.0,WR,16,14.0,2.0,2.0
653487068d3b56d4877ca180,2010,Jacoby Ford,23.0,WR,16,9.0,2.0,2.0
653487068d3b56d4877ca181,2021,Braxton Berrios,26.0,WR,16,1.0,2.0,2.0
653487068d3b56d4877ca182,2021,Jarvis Landry,29.0,WR,12,12.0,2.0,2.0
653487068d3b56d4877ca183,2021,J.D. McKissic,28.0,WR,11,3.0,2.0,2.0
653487068d3b56d4877ca189,1964,Dick Hoak,25.0,HB,14,7.0,2.0,3.0
653487068d3b56d4877ca18a,1966,Paul Hornung,31.0,HB,9,6.0,2.0,3.0
653487068d3b56d4877ca18b,1967,John David Crow,32.0,HB,14,14.0,2.0,3.0
653487068d3b56d4877ca18c,1967,Izzy Lang,25.0,HB,14,11.0,2.0,3.0
653487068d3b56d4877ca18d,1953,Doak Walker,26.0,LH,12,12.0,2.0,3.0
653487068d3b56d4877ca18e,1957,Jon Arnett,22.0,LH,12,9.0,2.0,3.0
653487068d3b56d4877ca18f,1960,Alex Hawkins,23.0,LHB,12,12.0,2.0,3.0
653487068d3b56d4877ca190,1969,Junior Coffey,27.0,RB,12,11.0,2.0,3.0
653487068d3b56d4877ca191,1973,Lawrence McCutcheon,23.0,RB,12,12.0,2.0,3.0
